   0.00000,   0.33792,   0.37643,   0.48226,   0.64710,   0.52680,   0.09804,   0.05723,   0.12158
   0.00000,   0.21702,   0.11296,   0.60374,   0.18828,   0.41785,   0.03632,   0.28798,   0.23657
   0.00000,   0.49999,   0.08467,   0.35743,   0.14791,   0.67712,   0.01976,   0.49749,   0.12777
   0.00000,   0.12417,   0.36139,   0.49314,   0.56429,   0.17350,   0.08161,   0.54550,   0.19867
   0.00000,   0.28390,   0.33758,   0.30602,   0.53616,   0.12930,   0.07413,   0.56313,   0.11728
   0.00000,   0.16411,   0.34427,   0.38326,   0.87725,   0.25227,   0.21764,   0.55058,   0.14072
   0.00000,   0.23304,   0.13090,   0.45478,   0.67315,   0.33475,   0.11726,   0.15949,   0.16428
   0.00000,   0.14702,   0.42097,   0.30937,   0.52257,   0.42380,   0.26919,   0.54389,   0.38273
   0.00000,   0.12488,   0.19556,   0.43197,   0.50455,   0.18478,   0.03447,   0.30602,   0.09098
   0.00000,   0.25768,   0.41213,   0.33019,   0.84437,   0.43836,   0.06880,   0.07321,   0.10393
   0.00000,   0.19816,   0.19380,   0.38080,   0.65505,   0.22979,   0.18254,   0.30111,   0.20662
   0.00000,   0.24485,   0.20998,   0.35408,   0.76980,   0.15460,   0.09577,   0.29886,   0.06873
   0.00000,   0.22969,   0.22086,   0.23971,   0.78291,   0.17369,   0.14240,   0.43946,   0.03856
   0.00000,   0.11975,   0.39984,   0.57617,   0.65808,   0.41332,   0.21415,   0.45524,   0.39181
   0.00000,   0.19880,   0.09076,   0.25417,   0.40829,   0.21389,   0.05903,   0.40654,   0.06446
   0.00000,   0.20429,   0.22107,   0.54314,   0.45089,   0.32292,   0.07416,   0.20743,   0.22532
   0.00000,   0.28582,   0.14547,   0.23322,   0.63717,   0.15291,   0.14619,   0.26376,   0.06793
   0.00000,   0.30068,   0.30340,   0.45411,   0.79904,   0.09242,   0.07665,   0.38721,   0.09487
   0.00000,   0.31749,   0.34871,   0.18403,   0.66396,   0.12261,   0.06902,   0.43223,   0.04659
   0.00000,   0.18243,   0.51111,   0.55295,   0.68511,   0.21837,   0.15392,   0.39731,   0.12960
   0.00000,   0.23590,   0.34682,   0.47465,   0.83785,   0.41274,   0.10722,   0.10282,   0.19616
   0.00000,   0.12494,   0.18532,   0.62705,   0.62962,   0.45075,   0.04232,   0.11024,   0.21956
   0.00000,   0.36287,   0.16864,   0.21802,   0.71538,   0.16184,   0.16511,   0.31456,   0.05779
   0.00000,   0.35964,   0.21323,   0.38287,   0.59102,   0.11321,   0.09388,   0.51097,   0.12741
   0.00000,   0.14316,   0.43876,   0.46334,   0.93429,   0.33914,   0.31162,   0.55470,   0.24646
   0.00000,   0.17270,   0.33196,   0.31908,   0.70458,   0.14826,   0.08433,   0.35115,   0.09854
   0.00000,   0.41665,   0.20958,   0.23668,   0.66948,   0.16381,   0.17706,   0.37038,   0.08489
   0.00000,   0.32191,   0.08386,   0.26924,   0.43010,   0.06734,   0.05844,   0.37283,   0.04229
   0.00000,   0.17799,   0.27337,   0.34893,   0.66094,   0.39353,   0.23626,   0.43942,   0.21161
   0.00000,   0.21388,   0.09467,   0.49996,   0.56717,   0.46778,   0.22452,   0.24733,   0.32338
   0.00000,   0.08545,   0.33680,   0.38503,   0.90458,   0.65964,   0.35265,   0.23567,   0.48716
   0.00000,   0.31773,   0.38526,   0.21520,   0.64432,   0.16915,   0.09898,   0.38942,   0.06323
   0.00000,   0.18688,   0.19987,   0.46835,   0.42588,   0.50955,   0.16638,   0.25996,   0.35319
   0.00000,   0.38307,   0.17491,   0.18669,   0.57370,   0.10024,   0.09460,   0.19323,   0.04040
   0.00000,   0.23353,   0.20303,   0.56400,   0.43121,   0.30075,   0.06861,   0.26370,   0.14518
   0.00000,   0.15833,   0.14821,   0.51167,   0.79097,   0.22200,   0.08689,   0.29533,   0.11443
   0.00000,   0.31584,   0.14884,   0.27589,   0.76989,   0.14787,   0.19222,   0.28422,   0.05765
   0.00000,   0.24339,   0.31790,   0.32822,   0.37308,   0.27070,   0.02914,   0.27172,   0.13139
   0.00000,   0.30888,   0.17342,   0.54012,   0.60793,   0.19971,   0.16193,   0.44685,   0.18234
   0.00000,   0.08265,   0.30288,   0.38188,   0.63964,   0.15552,   0.06053,   0.53732,   0.10107
   0.00000,   0.05340,   0.49313,   0.50036,   0.60798,   0.12163,   0.06351,   0.34799,   0.08715
   0.00000,   0.30405,   0.22516,   0.43678,   0.49946,   0.17112,   0.11940,   0.50900,   0.20536
   0.00000,   0.22341,   0.21874,   0.27963,   0.50447,   0.08928,   0.09545,   0.64443,   0.10764
   0.00000,   0.43021,   0.10669,   0.16865,   0.49764,   0.05658,   0.09345,   0.51281,   0.05473
   0.00000,   0.21569,   0.22844,   0.44108,   0.57734,   0.43478,   0.16931,   0.12412,   0.18466
   0.00000,   0.12168,   0.27921,   0.49967,   0.63354,   0.75864,   0.13245,   0.21278,   0.43376
   0.00000,   0.21451,   0.36003,   0.63602,   0.83225,   0.63321,   0.12488,   0.10268,   0.53290
   0.00000,   0.23839,   0.29451,   0.46362,   0.69548,   0.32705,   0.25107,   0.23692,   0.32126
   0.00000,   0.13065,   0.35870,   0.40272,   0.69908,   0.68395,   0.08459,   0.17877,   0.23882
   0.00000,   0.42286,   0.19025,   0.25086,   0.61024,   0.11152,   0.20594,   0.28271,   0.11174
   0.00000,   0.23158,   0.10937,   0.46586,   0.50704,   0.12753,   0.23158,   0.66660,   0.33527
   0.00000,   0.24273,   0.31995,   0.58128,   0.72666,   0.22152,   0.17313,   0.60981,   0.28516
   0.00000,   0.34816,   0.40592,   0.34076,   0.60470,   0.24537,   0.22090,   0.48629,   0.28551
   0.00000,   0.19600,   0.12586,   0.55690,   0.51467,   0.17733,   0.04684,   0.61727,   0.15241
   0.00000,   0.28226,   0.33083,   0.53789,   0.62311,   0.16441,   0.06090,   0.40947,   0.15188
   0.00000,   0.05123,   0.44898,   0.71719,   0.73966,   0.37612,   0.06266,   0.44076,   0.44576
   0.00000,   0.15832,   0.20542,   0.66881,   0.85401,   0.41120,   0.15341,   0.41690,   0.25909
   0.00000,   0.12706,   0.08024,   0.43088,   0.33865,   0.40751,   0.07061,   0.30216,   0.15543
   0.00000,   0.22636,   0.17716,   0.40348,   0.55397,   0.17642,   0.12206,   0.45853,   0.18524
   0.00000,   0.22432,   0.43864,   0.40803,   0.68553,   0.17526,   0.09744,   0.44090,   0.15063
   0.00000,   0.19504,   0.14600,   0.66582,   0.58764,   0.14843,   0.06210,   0.51284,   0.12642
   0.00000,   0.23882,   0.11792,   0.43743,   0.76048,   0.31543,   0.20416,   0.46141,   0.09608
   0.00000,   0.24518,   0.14505,   0.79351,   0.44839,   0.64762,   0.02010,   0.03593,   0.26917
   0.00000,   0.26388,   0.34425,   0.50507,   0.57641,   0.31113,   0.09625,   0.27627,   0.23890
   0.00000,   0.24126,   0.25782,   0.45098,   0.54404,   0.14073,   0.07412,   0.50721,   0.18601
   0.00000,   0.21351,   0.35466,   0.52277,   0.76961,   0.13704,   0.10504,   0.39543,   0.19122
   0.00000,   0.15191,   0.12951,   0.42306,   0.63938,   0.28437,   0.14700,   0.45342,   0.16443
   0.00000,   0.27439,   0.25654,   0.44206,   0.72484,   0.24250,   0.09699,   0.27242,   0.15503
   0.00000,   0.29413,   0.19774,   0.28516,   0.69942,   0.18049,   0.19264,   0.25671,   0.11420
   0.00000,   0.13041,   0.37626,   0.48734,   0.77787,   0.59536,   0.16196,   0.32876,   0.34753
   0.00000,   0.17926,   0.15797,   0.51228,   0.61915,   0.30315,   0.11567,   0.35227,   0.24874
   0.00000,   0.09855,   0.26224,   0.63402,   0.61519,   0.19634,   0.24473,   0.80629,   0.42944
   0.00000,   0.24026,   0.23615,   0.43942,   0.54135,   0.36390,   0.22062,   0.44041,   0.28525
   0.00000,   0.17444,   0.13728,   0.40475,   0.50529,   0.19210,   0.05009,   0.46427,   0.11145
   0.00000,   0.17427,   0.24316,   0.38115,   0.77854,   0.25904,   0.06189,   0.11266,   0.12165
   0.00000,   0.16694,   0.31901,   0.26696,   0.72091,   0.32546,   0.26764,   0.44799,   0.21680
   0.00000,   0.18705,   0.32192,   0.41911,   0.64126,   0.52853,   0.09473,   0.11688,   0.19157
   0.00000,   0.30402,   0.33458,   0.50316,   0.80008,   0.23661,   0.12919,   0.11094,   0.15820
   0.00000,   0.28925,   0.30167,   0.52638,   0.70568,   0.16278,   0.15480,   0.57610,   0.20692
   0.00000,   0.30426,   0.19989,   0.46774,   0.52116,   0.46718,   0.07499,   0.07268,   0.10875
   0.00000,   0.13558,   0.49592,   0.48011,   0.61757,   0.26595,   0.08430,   0.41743,   0.16903
   0.00000,   0.15019,   0.43265,   0.33843,   0.55428,   0.22776,   0.09303,   0.36730,   0.17034
   0.00000,   0.30029,   0.23106,   0.53203,   0.68128,   0.39844,   0.09072,   0.04073,   0.11627
   0.00000,   0.21949,   0.30235,   0.46442,   0.61272,   0.68154,   0.07597,   0.06864,   0.24891
   0.00000,   0.24145,   0.29031,   0.50509,   0.64093,   0.29609,   0.17811,   0.42485,   0.36018
   0.00000,   0.30010,   0.10881,   0.43970,   0.44515,   0.29824,   0.04872,   0.05313,   0.07749
   0.00000,   0.26537,   0.21703,   0.48580,   0.81552,   0.41426,   0.26269,   0.21639,   0.27637
   0.00000,   0.34424,   0.10626,   0.39395,   0.67462,   0.23402,   0.16628,   0.39683,   0.11557
   0.00000,   0.17329,   0.31304,   0.57985,   0.47720,   0.17439,   0.04682,   0.53058,   0.24230
   0.00000,   0.17146,   0.26650,   0.34365,   0.54136,   0.45343,   0.17016,   0.18628,   0.16075
   0.00000,   0.28351,   0.14591,   0.44357,   0.59905,   0.46471,   0.06794,   0.10816,   0.10610
   0.00000,   0.23045,   0.48296,   0.52953,   0.57716,   0.20689,   0.06771,   0.39286,   0.16430
   0.00000,   0.30225,   0.13783,   0.35608,   0.66243,   0.35681,   0.07674,   0.09180,   0.08305
   0.00000,   0.21711,   0.20479,   0.51770,   0.47978,   0.29419,   0.06555,   0.27176,   0.19882
   0.00000,   0.20754,   0.49359,   0.46800,   0.60996,   0.14860,   0.06890,   0.37629,   0.08895
   0.00000,   0.26791,   0.13026,   0.37620,   0.54018,   0.25003,   0.08471,   0.42287,   0.14388
   0.00000,   0.20682,   0.31469,   0.23212,   0.60017,   0.35360,   0.21536,   0.28983,   0.14974
   0.00000,   0.23799,   0.24908,   0.30364,   0.56098,   0.10692,   0.07152,   0.47993,   0.03283
   0.00000,   0.30355,   0.24069,   0.08745,   0.64957,   0.15739,   0.29324,   0.49718,   0.06518
   0.00000,   0.18093,   0.17403,   0.47479,   0.66302,   0.23086,   0.05877,   0.25186,   0.12304
   0.00000,   0.10461,   0.30850,   0.72322,   0.78573,   0.58738,   0.21236,   0.42040,   0.46051
   0.00000,   0.23171,   0.25006,   0.47324,   0.45933,   0.53423,   0.05227,   0.09745,   0.21861
   0.00000,   0.17941,   0.16898,   0.34646,   0.69991,   0.57572,   0.25601,   0.30879,   0.27784
   0.00000,   0.20741,   0.07354,   0.44628,   0.23979,   0.19220,   0.02693,   0.34135,   0.06193
   0.00000,   0.24699,   0.24867,   0.54015,   0.74401,   0.13934,   0.12295,   0.57221,   0.20388
   0.00000,   0.24231,   0.45594,   0.35436,   0.50634,   0.24392,   0.05011,   0.28694,   0.13607
   0.00000,   0.22029,   0.18701,   0.42893,   0.45789,   0.36575,   0.04037,   0.08670,   0.13327
   0.00000,   0.28503,   0.32601,   0.46818,   0.40025,   0.20474,   0.10332,   0.26846,   0.09234
   0.00000,   0.10057,   0.34775,   0.51366,   0.69196,   0.33129,   0.04003,   0.25198,   0.17932
   0.00000,   0.29318,   0.15297,   0.33095,   0.71740,   0.20050,   0.12276,   0.18944,   0.05577
   0.00000,   0.23829,   0.26554,   0.56158,   0.64735,   0.12091,   0.11847,   0.49459,   0.14668
   0.00000,   0.22437,   0.33047,   0.39553,   0.74243,   0.10196,   0.14082,   0.51743,   0.13165
   0.00000,   0.36052,   0.21140,   0.50118,   0.79365,   0.42614,   0.17220,   0.09656,   0.14021
   0.00000,   0.34533,   0.24855,   0.35335,   0.65854,   0.13465,   0.09350,   0.35064,   0.11403
   0.00000,   0.13483,   0.37865,   0.47396,   0.80341,   0.28219,   0.08057,   0.44555,   0.10801
   0.00000,   0.28396,   0.27459,   0.39432,   0.74167,   0.29130,   0.17338,   0.29373,   0.11481
   0.00000,   0.13349,   0.34843,   0.32053,   0.83260,   0.66685,   0.25118,   0.18663,   0.24418
   0.00000,   0.08401,   0.31001,   0.52100,   0.45562,   0.28653,   0.06506,   0.35808,   0.14257
   0.00000,   0.12460,   0.36361,   0.53325,   0.54827,   0.40300,   0.21488,   0.32354,   0.46170
   0.00000,   0.19247,   0.30244,   0.44984,   0.53929,   0.23192,   0.12392,   0.47359,   0.22331
   0.00000,   0.11896,   0.36843,   0.54487,   0.70817,   0.19427,   0.09689,   0.48967,   0.15348
   0.00000,   0.18567,   0.17252,   0.35841,   0.64596,   0.45695,   0.14323,   0.14543,   0.17837
   0.00000,   0.38982,   0.10501,   0.48832,   0.70390,   0.50909,   0.10855,   0.16810,   0.14464
   0.00000,   0.12797,   0.22512,   0.44504,   0.73157,   0.48903,   0.09864,   0.18916,   0.22533
   0.00000,   0.24058,   0.24359,   0.56074,   0.82268,   0.24373,   0.09735,   0.34116,   0.17322
   0.00000,   0.19752,   0.42131,   0.42747,   0.63127,   0.14186,   0.05666,   0.33940,   0.09058
   0.00000,   0.10534,   0.39287,   0.52149,   0.91878,   0.31082,   0.15581,   0.29995,   0.19094
   0.00000,   0.22509,   0.14979,   0.57432,   0.51552,   0.23230,   0.06890,   0.24720,   0.14748
   0.00000,   0.21875,   0.08757,   0.55788,   0.27416,   0.24762,   0.08669,   0.54179,   0.10758
   0.00000,   0.29060,   0.16519,   0.49706,   0.72130,   0.28922,   0.23646,   0.33676,   0.17032
   0.00000,   0.18263,   0.39578,   0.59810,   0.63938,   0.26894,   0.14378,   0.44137,   0.41595
   0.00000,   0.14001,   0.31689,   0.46752,   0.62071,   0.78765,   0.08363,   0.08370,   0.39418
   0.00000,   0.16070,   0.33071,   0.47820,   0.75480,   0.26260,   0.18487,   0.47094,   0.25737
   0.00000,   0.42628,   0.09456,   0.47081,   0.28433,   0.15557,   0.15362,   0.72494,   0.08041
   0.00000,   0.20977,   0.12232,   0.53752,   0.71752,   0.62303,   0.05439,   0.08358,   0.23512
   0.00000,   0.38754,   0.05229,   0.40684,   0.59947,   0.17173,   0.23778,   0.79583,   0.20383
   0.00000,   0.38397,   0.12581,   0.17294,   0.50730,   0.14416,   0.10769,   0.30955,   0.04212
   0.00000,   0.27331,   0.18003,   0.47648,   0.56725,   0.22493,   0.17994,   0.39690,   0.32424
   0.00000,   0.12331,   0.37594,   0.51637,   0.51034,   0.24335,   0.06592,   0.46111,   0.23490
   0.00000,   0.23214,   0.04757,   0.44683,   0.56133,   0.18767,   0.03675,   0.41688,   0.06864
   0.00000,   0.23644,   0.35523,   0.34834,   0.76497,   0.46932,   0.13454,   0.11492,   0.15074
   0.00000,   0.20260,   0.32529,   0.33026,   0.66458,   0.16189,   0.12825,   0.44409,   0.09673
   0.00000,   0.14020,   0.45195,   0.48954,   0.88244,   0.64210,   0.10621,   0.16988,   0.26185
   0.00000,   0.11264,   0.27388,   0.60783,   0.75157,   0.55839,   0.09132,   0.16689,   0.32334
   0.00000,   0.24193,   0.23964,   0.53397,   0.61078,   0.30981,   0.14344,   0.35195,   0.24726
   0.00000,   0.06833,   0.23640,   0.31736,   0.38801,   0.41130,   0.07309,   0.19836,   0.24272
   0.00000,   0.21529,   0.38386,   0.30922,   0.53875,   0.45013,   0.10150,   0.15895,   0.18081
   0.00000,   0.32946,   0.25084,   0.44122,   0.55632,   0.12750,   0.09797,   0.48796,   0.13295
   0.00000,   0.12509,   0.61084,   0.47757,   0.87217,   0.58944,   0.05253,   0.08582,   0.17461
   0.00000,   0.33145,   0.07870,   0.71611,   0.36521,   0.34660,   0.02723,   0.16634,   0.10940
   0.00000,   0.11975,   0.28607,   0.63396,   0.53547,   0.22644,   0.08496,   0.41775,   0.21670
   0.00000,   0.07864,   0.27979,   0.52006,   0.59408,   0.32963,   0.05458,   0.45788,   0.25609
   0.00000,   0.45035,   0.32706,   0.63051,   0.86182,   0.49409,   0.31427,   0.12962,   0.22557
   0.00000,   0.17980,   0.37785,   0.44496,   0.64522,   0.14837,   0.07174,   0.44259,   0.14929
